Target, #TripleInThatClass, TimeSinceStartOfVerification(ms)
violated, 3166, 5192
violated, 8659, 5249
violated, 6997, 5237
violated, 1973, 5181
violated, 8795, 5250
violated, 3476, 5194
violated, 4205, 5199
violated, 6797, 5236
violated, 8312, 5247
violated, 507, 5147
violated, 9608, 5271
violated, 8442, 5248
violated, 2599, 5187
violated, 9839, 5497
violated, 5342, 5222
violated, 894, 5150
violated, 9168, 5253
violated, 5353, 5222
violated, 4738, 5203
violated, 1042, 5151
violated, 4723, 5203
violated, 8601, 5249
violated, 5049, 5205
violated, 6881, 5237
violated, 7269, 5239
violated, 9618, 5272
violated, 7856, 5243
violated, 8181, 5246
violated, 3411, 5193
violated, 571, 5148
violated, 5249, 5206
violated, 4877, 5204
violated, 1747, 5178
violated, 3423, 5193
violated, 419, 5147
violated, 734, 5149
violated, 4511, 5201
violated, 7254, 5239
violated, 8026, 5245
violated, 2542, 5187
violated, 8547, 5248
violated, 5605, 5225
violated, 6375, 5233
violated, 1990, 5181
violated, 8481, 5248
violated, 741, 5149
violated, 4903, 5204
violated, 850, 5149
violated, 3777, 5196
violated, 4925, 5204
violated, 8270, 5246
violated, 4491, 5201
violated, 2256, 5184
violated, 119, 5145
violated, 3489, 5194
violated, 3091, 5191
violated, 6402, 5233
violated, 647, 5148
violated, 3800, 5196
violated, 3100, 5191
violated, 9152, 5252
violated, 8044, 5245
violated, 3109, 5191
violated, 143, 5145
violated, 5781, 5227
violated, 3465, 5194
violated, 2773, 5189
violated, 3747, 5196
violated, 2794, 5189
violated, 8948, 5251
violated, 5683, 5225
violated, 300, 5146
violated, 8298, 5247
violated, 222, 5145
violated, 4746, 5203
violated, 2666, 5188
violated, 7160, 5238
violated, 7355, 5240
violated, 3604, 5195
violated, 9920, 5553
violated, 2490, 5186
violated, 9380, 5270
violated, 5849, 5227
violated, 4322, 5200
violated, 6740, 5235
violated, 1637, 5177
violated, 8012, 5245
violated, 1740, 5178
violated, 9813, 5467
violated, 7220, 5239
violated, 573, 5148
violated, 5202, 5206
violated, 8738, 5250
violated, 1772, 5178
violated, 6230, 5232
violated, 9788, 5457
violated, 2868, 5190
violated, 5013, 5205
violated, 9228, 5253
violated, 345, 5146
violated, 9192, 5253
violated, 7184, 5239
violated, 921, 5150
violated, 5787, 5227
violated, 5640, 5225
violated, 6018, 5229
violated, 9162, 5253
violated, 6922, 5237
violated, 5265, 5207
violated, 5332, 5222
violated, 1285, 5168
violated, 1355, 5168
violated, 4198, 5199
violated, 8654, 5249
violated, 8131, 5245
violated, 675, 5148
violated, 7418, 5240
violated, 1986, 5181
violated, 9802, 5462
violated, 4734, 5203
violated, 81, 5144
violated, 2446, 5186
violated, 390, 5146
violated, 1095, 5151
violated, 8808, 5250
violated, 1846, 5179
violated, 6241, 5232
violated, 6847, 5236
violated, 357, 5146
violated, 4520, 5201
violated, 4190, 5199
violated, 6002, 5229
violated, 3802, 5196
violated, 1600, 5177
violated, 5720, 5226
violated, 3797, 5196
violated, 6545, 5234
violated, 4740, 5203
violated, 1490, 5176
violated, 6490, 5234
violated, 9830, 5493
violated, 1816, 5179
violated, 6326, 5233
violated, 635, 5148
violated, 1591, 5176
violated, 4281, 5200
violated, 3195, 5192
violated, 3595, 5195
violated, 8209, 5246
violated, 7262, 5239
violated, 3461, 5194
violated, 9176, 5253
violated, 5556, 5224
violated, 3859, 5197
violated, 756, 5149
violated, 6378, 5233
violated, 9231, 5253
violated, 4479, 5201
violated, 3193, 5192
violated, 6914, 5237
violated, 7026, 5238
violated, 3417, 5193
violated, 8672, 5249
violated, 8082, 5245
violated, 1468, 5175
violated, 4828, 5203
violated, 4640, 5202
violated, 1087, 5151
violated, 7302, 5239
violated, 5272, 5207
violated, 9572, 5271
violated, 5367, 5222
violated, 5221, 5206
violated, 4444, 5201
violated, 5301, 5207
violated, 6061, 5230
violated, 1959, 5180
violated, 806, 5149
violated, 4996, 5205
violated, 8252, 5246
violated, 4162, 5199
violated, 1107, 5151
violated, 5831, 5227
violated, 2902, 5190
violated, 6618, 5235
violated, 8194, 5246
violated, 3146, 5192
violated, 6585, 5234
violated, 5219, 5206
violated, 9305, 5253
violated, 264, 5146
violated, 5942, 5228
violated, 2032, 5181
violated, 3831, 5196
violated, 4733, 5203
violated, 4973, 5205
violated, 7291, 5239
violated, 5627, 5225
violated, 1366, 5168
violated, 6749, 5236
violated, 3812, 5196
violated, 3215, 5192
violated, 3092, 5191
violated, 9251, 5253
violated, 7324, 5240
violated, 9071, 5252
violated, 8169, 5246
violated, 4665, 5202
violated, 2663, 5188
violated, 1953, 5180
violated, 9311, 5253
violated, 2043, 5181
violated, 8897, 5251
violated, 6686, 5235
violated, 6707, 5235
violated, 7150, 5238
violated, 5810, 5227
violated, 5800, 5227
violated, 1515, 5176
violated, 5843, 5227
violated, 5241, 5206
violated, 3219, 5192
violated, 6324, 5232
violated, 9473, 5270
violated, 4427, 5201
violated, 9643, 5272
violated, 6558, 5234
violated, 2129, 5182
violated, 2403, 5185
violated, 490, 5147
violated, 517, 5147
violated, 612, 5148
violated, 604, 5148
violated, 3017, 5191
violated, 4718, 5203
violated, 9514, 5271
violated, 1293, 5168
violated, 8792, 5250
violated, 8997, 5251
violated, 6278, 5232
violated, 9817, 5469
violated, 5316, 5207
violated, 3587, 5195
violated, 1936, 5180
violated, 9186, 5253
violated, 6811, 5236
violated, 4833, 5203
violated, 6885, 5237
violated, 3746, 5196
violated, 5757, 5226
violated, 698, 5148
violated, 6041, 5229
violated, 9245, 5253
violated, 2380, 5185
violated, 2547, 5187
violated, 209, 5145
violated, 4472, 5201
violated, 9398, 5270
violated, 9458, 5270
violated, 253, 5146
violated, 1665, 5177
violated, 3855, 5197
violated, 8636, 5249
violated, 591, 5148
violated, 4555, 5201
violated, 1499, 5176
violated, 2951, 5190
violated, 9066, 5252
violated, 4103, 5198
violated, 9430, 5270
violated, 2797, 5189
violated, 6733, 5235
violated, 8215, 5246
violated, 3245, 5192
violated, 1793, 5179
violated, 4440, 5201
violated, 8571, 5248
violated, 699, 5148
violated, 3235, 5192
violated, 2682, 5188
violated, 7727, 5243
violated, 5805, 5227
violated, 9, 3393
violated, 381, 5146
violated, 5829, 5227
violated, 495, 5147
violated, 8525, 5248
violated, 567, 5148
violated, 5535, 5224
violated, 3364, 5193
violated, 2996, 5190
violated, 6565, 5234
violated, 1514, 5176
violated, 1929, 5180
violated, 7402, 5240
violated, 1080, 5151
violated, 974, 5150
violated, 3994, 5198
violated, 4090, 5198
violated, 5663, 5225
violated, 7553, 5241
violated, 1192, 5167
violated, 1321, 5168
violated, 5051, 5205
violated, 3161, 5192
violated, 986, 5150
violated, 3963, 5197
violated, 9545, 5271
violated, 2270, 5184
violated, 5019, 5205
violated, 2775, 5189
violated, 1760, 5178
violated, 8928, 5251
violated, 7838, 5243
violated, 8536, 5248
violated, 3548, 5194
violated, 3773, 5196
violated, 736, 5149
violated, 4713, 5203
violated, 4031, 5198
violated, 1383, 5168
violated, 8177, 5246
violated, 9735, 5273
violated, 9753, 5273
violated, 4842, 5203
violated, 2388, 5185
violated, 3638, 5195
violated, 2385, 5185
violated, 5495, 5223
violated, 901, 5150
violated, 1282, 5168
violated, 9012, 5252
violated, 751, 5149
violated, 1568, 5176
violated, 1912, 5180
violated, 2789, 5189
violated, 7278, 5239
violated, 1247, 5167
violated, 335, 5146
violated, 838, 5149
violated, 7615, 5242
violated, 3972, 5197
violated, 2881, 5190
violated, 5938, 5228
violated, 278, 5146
violated, 5686, 5226
violated, 2613, 5188
violated, 427, 5147
violated, 2334, 5185
violated, 8665, 5249
violated, 8705, 5249
violated, 9670, 5272
violated, 4710, 5203
violated, 5074, 5205
violated, 4962, 5204
violated, 32, 5144
violated, 8425, 5247
violated, 1406, 5168
violated, 5795, 5227
violated, 1274, 5168
violated, 8409, 5247
violated, 9457, 5270
violated, 9180, 5253
violated, 9492, 5270
violated, 996, 5151
violated, 8878, 5251
violated, 8492, 5248
violated, 8285, 5246
violated, 9832, 5494
violated, 2575, 5187
violated, 2428, 5186
violated, 4348, 5200
violated, 8783, 5250
violated, 1436, 5169
violated, 2005, 5181
violated, 9214, 5253
violated, 7994, 5244
violated, 6985, 5237
violated, 235, 5145
violated, 7782, 5243
violated, 3496, 5194
violated, 632, 5148
violated, 1976, 5181
violated, 2566, 5187
violated, 4873, 5204
violated, 5609, 5225
violated, 2621, 5188
violated, 9425, 5270
violated, 1165, 5167
violated, 1728, 5178
violated, 2342, 5185
violated, 2364, 5185
violated, 9041, 5252
violated, 2826, 5189
violated, 8464, 5248
violated, 1062, 5151
violated, 1651, 5177
violated, 2716, 5188
violated, 3256, 5192
violated, 9541, 5271
violated, 4321, 5200
violated, 8123, 5245
violated, 7936, 5244
violated, 5943, 5228
violated, 2832, 5189
violated, 2343, 5185
violated, 2057, 5182
violated, 4020, 5198
violated, 7339, 5240
violated, 9790, 5458
violated, 7019, 5237
violated, 1162, 5167
violated, 5796, 5227
violated, 3893, 5197
violated, 4686, 5202
violated, 2664, 5188
violated, 4741, 5203
violated, 1055, 5151
violated, 2437, 5186
violated, 4553, 5201
violated, 8524, 5248
violated, 1650, 5177
violated, 8889, 5251
violated, 8632, 5249
violated, 2751, 5189
violated, 4848, 5203
violated, 1619, 5177
violated, 2641, 5188
violated, 3819, 5196
violated, 5344, 5222
violated, 481, 5147
violated, 640, 5148
violated, 3502, 5194
violated, 6792, 5236
violated, 9308, 5253
violated, 9614, 5272
violated, 6466, 5233
violated, 8325, 5247
violated, 7062, 5238
violated, 9502, 5271
violated, 5613, 5225
violated, 2273, 5184
violated, 2424, 5185
violated, 6235, 5232
violated, 6580, 5234
violated, 1532, 5176
violated, 1951, 5180
violated, 4222, 5199
violated, 8844, 5250
violated, 950, 5150
violated, 4594, 5202
violated, 6907, 5237
violated, 789, 5149
violated, 5209, 5206
violated, 1702, 5178
violated, 1045, 5151
violated, 7007, 5237
violated, 8562, 5248
violated, 852, 5149
violated, 3274, 5193
violated, 288, 5146
violated, 446, 5147
violated, 7770, 5243
violated, 7166, 5239
violated, 2000, 5181
violated, 9195, 5253
violated, 9358, 5269
violated, 160, 5145
violated, 9213, 5253
violated, 2408, 5185
violated, 4966, 5204
violated, 3377, 5193
violated, 6920, 5237
violated, 6301, 5232
violated, 3654, 5195
violated, 1177, 5167
violated, 1016, 5151
violated, 5976, 5229
violated, 3840, 5196
violated, 8460, 5248
violated, 3509, 5194
violated, 7546, 5241
violated, 5896, 5228
violated, 7173, 5239
violated, 2723, 5189
violated, 3410, 5193
violated, 5226, 5206
violated, 8923, 5251
violated, 4652, 5202
violated, 6404, 5233
violated, 408, 5147
violated, 9463, 5270
violated, 1844, 5179
violated, 8853, 5250
violated, 7299, 5239
violated, 9100, 5252
violated, 1626, 5177
violated, 4943, 5204
violated, 8940, 5251
violated, 6069, 5230
violated, 8890, 5251
violated, 2015, 5181
violated, 8008, 5245
violated, 6385, 5233
violated, 9777, 5454
violated, 510, 5147
violated, 4924, 5204
violated, 790, 5149
violated, 7895, 5244
violated, 6716, 5235
violated, 6175, 5231
violated, 5740, 5226
violated, 7564, 5241
violated, 7718, 5243
violated, 5820, 5227
violated, 4396, 5200
violated, 5897, 5228
violated, 8201, 5246
violated, 4156, 5199
violated, 4423, 5201
violated, 4970, 5205
violated, 4509, 5201
violated, 8504, 5248
violated, 5400, 5223
violated, 360, 5146
violated, 9646, 5272
violated, 9489, 5270
violated, 5474, 5223
violated, 776, 5149
violated, 1918, 5180
violated, 8756, 5250
violated, 4404, 5200
violated, 3438, 5194
violated, 9299, 5253
violated, 6496, 5234
violated, 3704, 5195
violated, 2988, 5190
violated, 1150, 5167
violated, 9371, 5270
violated, 1781, 5178
violated, 5191, 5206
violated, 5566, 5224
violated, 2667, 5188
violated, 5232, 5206
violated, 1123, 5151
violated, 6359, 5233
violated, 8198, 5246
violated, 989, 5151
violated, 5325, 5222
violated, 7280, 5239
violated, 384, 5146
violated, 4618, 5202
violated, 7055, 5238
violated, 4274, 5199
violated, 4172, 5199
violated, 9700, 5272
violated, 8565, 5248
violated, 1489, 5176
violated, 2552, 5187
violated, 816, 5149
violated, 4164, 5199
violated, 2785, 5189
violated, 7190, 5239
violated, 9663, 5272
violated, 3354, 5193
violated, 2419, 5185
violated, 3915, 5197
violated, 5752, 5226
violated, 1330, 5168
violated, 244, 5145
violated, 5706, 5226
violated, 3299, 5193
violated, 9138, 5252
violated, 8655, 5249
violated, 8591, 5249
violated, 6377, 5233
violated, 2849, 5189
violated, 6115, 5230
violated, 2749, 5189
violated, 8040, 5245
violated, 7489, 5241
violated, 925, 5150
violated, 132, 5145
violated, 6485, 5234
violated, 2429, 5186
violated, 3044, 5191
violated, 8520, 5248
violated, 255, 5146
violated, 3009, 5191
violated, 2484, 5186
violated, 3056, 5191
violated, 9875, 5515
violated, 2326, 5184
violated, 2155, 5183
violated, 7983, 5244
violated, 2616, 5188
violated, 5516, 5224
valid, 9862, 5507
violated, 1117, 5151
violated, 897, 5150
violated, 732, 5149
violated, 8610, 5249
violated, 9145, 5252
violated, 2914, 5190
violated, 3645, 5195
violated, 2159, 5183
violated, 5572, 5224
violated, 1375, 5168
violated, 1589, 5176
violated, 3170, 5192
violated, 9016, 5252
violated, 646, 5148
violated, 3158, 5192
violated, 161, 5145
violated, 1574, 5176
violated, 9974, 5603
violated, 7598, 5242
violated, 8028, 5245
violated, 7148, 5238
violated, 2901, 5190
violated, 6800, 5236
violated, 8353, 5247
violated, 4064, 5198
violated, 6210, 5231
violated, 6141, 5231
violated, 257, 5146
violated, 8927, 5251
violated, 8083, 5245
violated, 522, 5147
violated, 5606, 5225
violated, 1553, 5176
violated, 3150, 5192
violated, 5702, 5226
violated, 6813, 5236
violated, 4454, 5201
violated, 8349, 5247
violated, 8569, 5248
violated, 5418, 5223
violated, 5924, 5228
violated, 8818, 5250
violated, 8061, 5245
violated, 6679, 5235
violated, 2993, 5190
violated, 4819, 5203
violated, 4121, 5198
violated, 8205, 5246
violated, 1997, 5181
violated, 6435, 5233
violated, 7232, 5239
violated, 6940, 5237
violated, 6532, 5234
violated, 1039, 5151
violated, 2340, 5185
violated, 5233, 5206
violated, 9348, 5269
violated, 6224, 5232
violated, 9117, 5252
violated, 7886, 5244
violated, 2151, 5183
violated, 2730, 5189
violated, 150, 5145
violated, 5742, 5226
violated, 6088, 5230
violated, 2436, 5186
violated, 1294, 5168
violated, 2824, 5189
violated, 3101, 5191
violated, 7849, 5243
violated, 8788, 5250
violated, 8574, 5248
violated, 6206, 5231
violated, 2051, 5181
violated, 1222, 5167
violated, 22, 5144
violated, 4905, 5204
violated, 55, 5144
violated, 9744, 5273
violated, 8063, 5245
violated, 9623, 5272
violated, 1823, 5179
violated, 2112, 5182
violated, 6974, 5237
violated, 685, 5148
violated, 8963, 5251
violated, 6611, 5234
violated, 9639, 5272
violated, 7364, 5240
violated, 1143, 5167
violated, 9474, 5270
violated, 2384, 5185
violated, 5977, 5229
violated, 7074, 5238
violated, 4711, 5203
violated, 2769, 5189
violated, 3853, 5197
violated, 2801, 5189
violated, 6644, 5235
violated, 6861, 5236
violated, 4351, 5200
violated, 9101, 5252
violated, 4117, 5198
violated, 2851, 5189
violated, 8068, 5245
violated, 8554, 5248
violated, 4876, 5204
violated, 3435, 5194
violated, 2946, 5190
violated, 8838, 5250
violated, 7338, 5240
violated, 468, 5147
violated, 3726, 5196
violated, 9617, 5272
violated, 2916, 5190
violated, 4466, 5201
violated, 3426, 5194
violated, 5338, 5222
violated, 1471, 5175
violated, 5289, 5207
violated, 3280, 5193
violated, 9317, 5254
violated, 8206, 5246
violated, 7322, 5240
violated, 6694, 5235
violated, 7981, 5244
violated, 7719, 5243
violated, 6470, 5233
violated, 3776, 5196
violated, 7544, 5241
violated, 3444, 5194
violated, 1518, 5176
violated, 7344, 5240
violated, 7089, 5238
violated, 7174, 5239
violated, 8182, 5246
violated, 1667, 5177
violated, 6264, 5232
violated, 8393, 5247
violated, 8605, 5249
violated, 8570, 5248
violated, 7989, 5244
violated, 1031, 5151
violated, 2274, 5184
violated, 3398, 5193
violated, 7013, 5237
violated, 5642, 5225
violated, 4341, 5200
violated, 1733, 5178
violated, 2056, 5182
violated, 2921, 5190
violated, 7321, 5240
violated, 1689, 5177
violated, 5799, 5227
violated, 3050, 5191
violated, 4728, 5203
violated, 642, 5148
violated, 1092, 5151
violated, 1798, 5179
violated, 3680, 5195
violated, 2971, 5190
violated, 6078, 5230
violated, 2652, 5188
violated, 7037, 5238
violated, 5893, 5228
violated, 2896, 5190
violated, 7709, 5242
violated, 8037, 5245
violated, 7504, 5241
violated, 8881, 5251
violated, 8427, 5247
violated, 6297, 5232
violated, 6525, 5234
violated, 1036, 5151
violated, 9443, 5270
violated, 1079, 5151
violated, 3731, 5196
violated, 621, 5148
violated, 3368, 5193
violated, 5044, 5205
violated, 7962, 5244
violated, 5930, 5228
violated, 2203, 5183
violated, 3652, 5195
violated, 521, 5147
violated, 2376, 5185
violated, 1709, 5178
violated, 7210, 5239
violated, 3137, 5192
violated, 4292, 5200
violated, 5778, 5227
violated, 8860, 5250
violated, 483, 5147
violated, 4119, 5198
violated, 5426, 5223
violated, 3673, 5195
violated, 7443, 5240
violated, 547, 5147
violated, 2216, 5183
violated, 4577, 5202
violated, 5080, 5205
violated, 836, 5149
violated, 242, 5145
violated, 872, 5150
violated, 9752, 5273
violated, 7803, 5243
violated, 6613, 5234
violated, 6730, 5235
violated, 2590, 5187
violated, 896, 5150
violated, 6711, 5235
violated, 8575, 5248
violated, 2744, 5189
violated, 3656, 5195
violated, 9234, 5253
violated, 9877, 5516
violated, 3060, 5191
violated, 7527, 5241
violated, 4607, 5202
violated, 4930, 5204
violated, 7955, 5244
violated, 5776, 5227
violated, 44, 5144
violated, 1891, 5180
violated, 3240, 5192
violated, 7451, 5240
violated, 8679, 5249
violated, 1999, 5181
violated, 4209, 5199
violated, 1365, 5168
violated, 3878, 5197
violated, 148, 5145
violated, 8814, 5250
violated, 6761, 5236
violated, 6668, 5235
violated, 3480, 5194
violated, 1801, 5179
violated, 6802, 5236
violated, 8146, 5246
violated, 9209, 5253
violated, 3508, 5194
violated, 8980, 5251
violated, 9052, 5252
violated, 3297, 5193
violated, 7020, 5237
violated, 2090, 5182
violated, 944, 5150
violated, 8867, 5251
violated, 1085, 5151
violated, 5637, 5225
violated, 3744, 5196
violated, 2827, 5189
violated, 3338, 5193
violated, 7744, 5243
violated, 6318, 5232
violated, 3384, 5193
violated, 4484, 5201
violated, 4806, 5203
violated, 8279, 5246
violated, 837, 5149
violated, 6194, 5231
violated, 6331, 5233
violated, 7542, 5241
violated, 8004, 5245
violated, 4154, 5199
violated, 4503, 5201
violated, 5358, 5222
violated, 5970, 5229
violated, 453, 5147
violated, 3780, 5196
violated, 4583, 5202
violated, 6116, 5230
violated, 9917, 5552
violated, 8276, 5246
violated, 1684, 5177
violated, 1531, 5176
