Target, #TripleInThatClass, TimeSinceStartOfVerification(ms)
violated, 1127, 5151
violated, 2065, 5182
violated, 2630, 5188
violated, 5647, 5225
violated, 1121, 5151
violated, 9400, 5270
violated, 4510, 5201
violated, 9908, 5547
violated, 6848, 5236
violated, 3785, 5196
violated, 7472, 5241
violated, 7878, 5244
violated, 2307, 5184
violated, 3781, 5196
violated, 3123, 5191
violated, 243, 5145
violated, 1544, 5176
violated, 6367, 5233
violated, 2003, 5181
violated, 8588, 5249
violated, 8691, 5249
violated, 9279, 5253
violated, 3768, 5196
violated, 4085, 5198
violated, 7906, 5244
violated, 8706, 5249
violated, 2799, 5189
violated, 5610, 5225
violated, 168, 5145
violated, 6487, 5234
violated, 2788, 5189
violated, 3897, 5197
violated, 4653, 5202
violated, 7612, 5242
violated, 9159, 5252
violated, 2465, 5186
violated, 8759, 5250
violated, 1060, 5151
violated, 9083, 5252
violated, 9843, 5498
violated, 7840, 5243
violated, 8363, 5247
violated, 8208, 5246
violated, 898, 5150
violated, 6216, 5231
violated, 9218, 5253
violated, 9756, 5442
violated, 9049, 5252
violated, 6924, 5237
violated, 7748, 5243
violated, 3761, 5196
violated, 8311, 5247
violated, 1232, 5167
violated, 2842, 5189
violated, 1030, 5151
violated, 2879, 5190
violated, 8180, 5246
violated, 999, 5151
violated, 9971, 5602
violated, 5322, 5207
violated, 4513, 5201
violated, 2238, 5183
violated, 9597, 5271
violated, 914, 5150
violated, 3331, 5193
violated, 3524, 5194
violated, 577, 5148
violated, 5534, 5224
violated, 1950, 5180
violated, 4455, 5201
violated, 8581, 5249
violated, 908, 5150
violated, 134, 5145
violated, 1815, 5179
violated, 9894, 5543
violated, 9170, 5253
violated, 1312, 5168
violated, 6132, 5230
violated, 7746, 5243
violated, 6528, 5234
violated, 8423, 5247
violated, 7470, 5241
violated, 5891, 5228
violated, 2323, 5184
violated, 7454, 5241
violated, 9055, 5252
violated, 228, 5145
violated, 3233, 5192
violated, 576, 5148
violated, 2546, 5187
violated, 3443, 5194
violated, 1900, 5180
violated, 6662, 5235
violated, 1214, 5167
violated, 1744, 5178
violated, 7892, 5244
violated, 2845, 5189
violated, 6413, 5233
violated, 9542, 5271
violated, 1240, 5167
violated, 4923, 5204
violated, 9154, 5252
violated, 9485, 5270
violated, 487, 5147
violated, 6687, 5235
violated, 8102, 5245
violated, 3529, 5194
violated, 1719, 5178
violated, 3970, 5197
violated, 8284, 5246
violated, 1481, 5175
violated, 1284, 5168
violated, 9421, 5270
violated, 3707, 5195
violated, 9666, 5272
violated, 9941, 5578
violated, 7530, 5241
violated, 2093, 5182
violated, 4268, 5199
violated, 8193, 5246
violated, 2977, 5190
violated, 4239, 5199
violated, 1254, 5167
violated, 6688, 5235
violated, 8418, 5247
violated, 157, 5145
violated, 4390, 5200
violated, 3728, 5196
violated, 4161, 5199
violated, 802, 5149
violated, 1280, 5168
violated, 8152, 5246
violated, 49, 5144
violated, 6143, 5231
violated, 9351, 5269
violated, 164, 5145
violated, 2828, 5189
violated, 4919, 5204
violated, 8192, 5246
violated, 5141, 5206
violated, 3022, 5191
violated, 3335, 5193
violated, 4468, 5201
violated, 2378, 5185
violated, 5503, 5223
violated, 8203, 5246
violated, 9068, 5252
violated, 9229, 5253
violated, 6221, 5232
violated, 3490, 5194
violated, 6168, 5231
violated, 575, 5148
violated, 7059, 5238
violated, 1509, 5176
violated, 7572, 5241
violated, 1335, 5168
violated, 2381, 5185
violated, 8722, 5249
violated, 1449, 5175
violated, 6332, 5233
violated, 7549, 5241
violated, 3229, 5192
violated, 1775, 5178
violated, 9467, 5270
violated, 3210, 5192
violated, 10, 3394
violated, 136, 5145
violated, 1736, 5178
violated, 7733, 5243
violated, 5484, 5223
violated, 4648, 5202
violated, 4730, 5203
violated, 5124, 5206
violated, 7887, 5244
violated, 892, 5150
violated, 6399, 5233
violated, 1338, 5168
violated, 8286, 5246
violated, 7203, 5239
violated, 7715, 5242
violated, 7000, 5237
violated, 8592, 5249
violated, 3168, 5192
violated, 4402, 5200
violated, 8256, 5246
violated, 7290, 5239
violated, 7511, 5241
violated, 3603, 5195
violated, 6909, 5237
violated, 1862, 5179
violated, 7982, 5244
violated, 3379, 5193
violated, 1239, 5167
violated, 3249, 5192
violated, 75, 5144
violated, 9561, 5271
violated, 4383, 5200
violated, 252, 5145
violated, 8139, 5245
violated, 1368, 5168
violated, 3664, 5195
violated, 318, 5146
violated, 1593, 5176
violated, 1218, 5167
violated, 5825, 5227
violated, 9422, 5270
violated, 2305, 5184
violated, 2568, 5187
violated, 6222, 5232
violated, 4368, 5200
violated, 4761, 5203
violated, 9029, 5252
violated, 1946, 5180
violated, 6306, 5232
violated, 7227, 5239
violated, 8776, 5250
violated, 9199, 5253
violated, 5181, 5206
violated, 9442, 5270
violated, 6764, 5236
violated, 1249, 5167
violated, 2779, 5189
violated, 8381, 5247
violated, 6757, 5236
violated, 1764, 5178
violated, 6477, 5234
violated, 712, 5149
violated, 2508, 5186
violated, 8062, 5245
violated, 5251, 5207
violated, 7963, 5244
violated, 2242, 5184
violated, 2020, 5181
violated, 6721, 5235
violated, 7183, 5239
violated, 7788, 5243
violated, 1141, 5166
violated, 6090, 5230
violated, 1756, 5178
violated, 6056, 5230
violated, 249, 5145
violated, 6647, 5235
violated, 4354, 5200
violated, 8954, 5251
violated, 2994, 5190
violated, 8760, 5250
violated, 9517, 5271
violated, 757, 5149
violated, 1461, 5175
violated, 8727, 5250
violated, 6871, 5236
violated, 874, 5150
violated, 5252, 5207
violated, 9536, 5271
violated, 5208, 5206
violated, 375, 5146
violated, 3463, 5194
violated, 4697, 5202
violated, 5719, 5226
violated, 2417, 5185
violated, 3126, 5191
violated, 8534, 5248
violated, 114, 5145
violated, 8955, 5251
violated, 5593, 5224
violated, 7801, 5243
violated, 3062, 5191
violated, 8471, 5248
violated, 5786, 5227
violated, 8835, 5250
violated, 7602, 5242
violated, 3724, 5196
violated, 5245, 5206
violated, 4307, 5200
violated, 2473, 5186
violated, 1791, 5179
violated, 5355, 5222
violated, 7993, 5244
violated, 2304, 5184
violated, 1460, 5175
violated, 9453, 5270
violated, 673, 5148
violated, 2298, 5184
violated, 6140, 5231
violated, 7817, 5243
violated, 9466, 5270
violated, 3538, 5194
violated, 7741, 5243
violated, 6966, 5237
violated, 4529, 5201
violated, 9576, 5271
violated, 2094, 5182
violated, 983, 5150
violated, 5167, 5206
violated, 7847, 5243
violated, 7942, 5244
violated, 9237, 5253
violated, 8710, 5249
violated, 8191, 5246
violated, 706, 5148
violated, 6211, 5231
violated, 5520, 5224
violated, 1771, 5178
violated, 8046, 5245
violated, 9811, 5467
violated, 3057, 5191
violated, 4312, 5200
violated, 3562, 5194
violated, 655, 5148
violated, 4373, 5200
violated, 6076, 5230
violated, 9627, 5272
violated, 7674, 5242
violated, 8347, 5247
violated, 5909, 5228
violated, 1053, 5151
violated, 1363, 5168
violated, 8845, 5250
violated, 4409, 5200
violated, 5988, 5229
violated, 1575, 5176
violated, 8027, 5245
violated, 205, 5145
violated, 814, 5149
violated, 7603, 5242
violated, 4999, 5205
violated, 9778, 5454
violated, 7816, 5243
violated, 822, 5149
violated, 947, 5150
violated, 5792, 5227
violated, 6025, 5229
violated, 2328, 5184
violated, 7054, 5238
violated, 9796, 5460
violated, 3512, 5194
violated, 3071, 5191
violated, 1680, 5177
violated, 4949, 5204
violated, 8713, 5249
violated, 766, 5149
violated, 2874, 5190
violated, 8572, 5248
violated, 1480, 5175
violated, 7021, 5238
violated, 2559, 5187
violated, 3458, 5194
violated, 1017, 5151
violated, 4677, 5202
violated, 3721, 5196
violated, 107, 5144
violated, 2695, 5188
violated, 3381, 5193
violated, 5047, 5205
violated, 5425, 5223
violated, 6981, 5237
violated, 3688, 5195
violated, 5259, 5207
violated, 3181, 5192
violated, 8825, 5250
violated, 6727, 5235
violated, 3517, 5194
violated, 4126, 5198
violated, 6055, 5230
violated, 3222, 5192
violated, 4926, 5204
violated, 6666, 5235
violated, 5479, 5223
violated, 4302, 5200
violated, 6075, 5230
violated, 1556, 5176
violated, 7979, 5244
violated, 5704, 5226
violated, 2347, 5185
violated, 3663, 5195
violated, 1623, 5177
violated, 4026, 5198
violated, 3896, 5197
violated, 9335, 5269
violated, 1839, 5179
violated, 9531, 5271
violated, 7308, 5239
violated, 3581, 5195
violated, 1313, 5168
violated, 5903, 5228
violated, 2814, 5189
violated, 3858, 5197
violated, 1219, 5167
violated, 2038, 5181
violated, 2900, 5190
violated, 5553, 5224
violated, 1655, 5177
violated, 4540, 5201
violated, 2514, 5186
violated, 8546, 5248
violated, 8857, 5250
violated, 9028, 5252
violated, 6458, 5233
violated, 8469, 5248
violated, 2856, 5189
violated, 5385, 5222
violated, 7573, 5241
violated, 764, 5149
violated, 8682, 5249
violated, 3429, 5194
violated, 6366, 5233
violated, 6098, 5230
violated, 6012, 5229
violated, 9854, 5501
violated, 2903, 5190
violated, 5379, 5222
violated, 2434, 5186
violated, 1258, 5167
violated, 5336, 5222
violated, 7554, 5241
violated, 9680, 5272
violated, 7800, 5243
violated, 5224, 5206
violated, 4512, 5201
violated, 5548, 5224
violated, 5488, 5223
violated, 7482, 5241
violated, 304, 5146
violated, 4044, 5198
violated, 3767, 5196
violated, 9059, 5252
violated, 5496, 5223
violated, 2257, 5184
violated, 9471, 5270
violated, 4915, 5204
violated, 8579, 5249
violated, 8297, 5247
violated, 8931, 5251
violated, 9103, 5252
violated, 7689, 5242
violated, 3677, 5195
violated, 3879, 5197
violated, 6108, 5230
violated, 7730, 5243
violated, 8399, 5247
violated, 5596, 5225
violated, 5319, 5207
violated, 6419, 5233
violated, 7163, 5239
violated, 361, 5146
violated, 3850, 5197
violated, 2763, 5189
violated, 5917, 5228
violated, 788, 5149
violated, 5631, 5225
violated, 8059, 5245
violated, 1447, 5175
violated, 8042, 5245
violated, 2178, 5183
violated, 120, 5145
violated, 3436, 5194
violated, 9640, 5272
violated, 862, 5150
violated, 9808, 5466
violated, 2010, 5181
violated, 1457, 5175
violated, 4508, 5201
violated, 1530, 5176
violated, 9173, 5253
violated, 6928, 5237
violated, 9532, 5271
violated, 7081, 5238
violated, 370, 5146
violated, 1296, 5168
violated, 6272, 5232
violated, 6150, 5231
violated, 3633, 5195
violated, 4474, 5201
violated, 6346, 5233
violated, 6352, 5233
violated, 3964, 5197
violated, 1046, 5151
violated, 1703, 5178
violated, 3795, 5196
violated, 6783, 5236
violated, 8395, 5247
violated, 6593, 5234
violated, 7728, 5243
violated, 9659, 5272
violated, 5364, 5222
violated, 2407, 5185
violated, 8351, 5247
violated, 4259, 5199
violated, 7657, 5242
violated, 474, 5147
violated, 5793, 5227
violated, 4041, 5198
violated, 506, 5147
violated, 2118, 5182
violated, 2127, 5182
violated, 2361, 5185
violated, 4674, 5202
violated, 8951, 5251
violated, 6801, 5236
violated, 4223, 5199
violated, 1828, 5179
violated, 8587, 5249
violated, 3369, 5193
violated, 8372, 5247
violated, 9253, 5253
violated, 5203, 5206
violated, 8995, 5251
violated, 16, 5144
violated, 4992, 5205
violated, 326, 5146
violated, 8387, 5247
violated, 7352, 5240
violated, 7305, 5239
violated, 6074, 5230
violated, 4545, 5201
violated, 6314, 5232
violated, 2494, 5186
violated, 5944, 5228
violated, 8573, 5248
violated, 6947, 5237
violated, 779, 5149
violated, 8086, 5245
violated, 9306, 5253
violated, 4421, 5201
violated, 8683, 5249
violated, 8259, 5246
violated, 5827, 5227
violated, 4366, 5200
violated, 2553, 5187
violated, 3283, 5193
violated, 1327, 5168
violated, 4365, 5200
violated, 4643, 5202
violated, 2684, 5188
violated, 4304, 5200
violated, 2346, 5185
violated, 3955, 5197
violated, 3608, 5195
violated, 7815, 5243
violated, 3011, 5191
violated, 5973, 5229
violated, 299, 5146
violated, 6463, 5233
violated, 6983, 5237
violated, 3043, 5191
violated, 1599, 5176
violated, 4745, 5203
violated, 991, 5151
violated, 9437, 5270
violated, 5898, 5228
violated, 9346, 5269
violated, 7191, 5239
violated, 713, 5149
violated, 8075, 5245
violated, 8167, 5246
violated, 2871, 5190
violated, 5402, 5223
violated, 3985, 5197
violated, 624, 5148
violated, 4448, 5201
violated, 4782, 5203
violated, 2398, 5185
violated, 2535, 5187
violated, 3758, 5196
violated, 6003, 5229
violated, 6854, 5236
violated, 763, 5149
violated, 7152, 5238
violated, 6756, 5236
violated, 6986, 5237
violated, 2453, 5186
violated, 8058, 5245
violated, 2421, 5185
violated, 1310, 5168
violated, 4864, 5204
violated, 7563, 5241
violated, 5271, 5207
violated, 8797, 5250
violated, 4494, 5201
violated, 5361, 5222
violated, 8222, 5246
violated, 7580, 5241
violated, 9912, 5550
violated, 5253, 5207
violated, 3445, 5194
violated, 9292, 5253
violated, 1682, 5177
violated, 9688, 5272
violated, 1415, 5168
violated, 2479, 5186
violated, 854, 5150
violated, 5030, 5205
violated, 3292, 5193
violated, 9303, 5253
violated, 458, 5147
violated, 5591, 5224
violated, 6670, 5235
violated, 654, 5148
violated, 5546, 5224
violated, 6030, 5229
violated, 2095, 5182
violated, 2076, 5182
violated, 6738, 5235
violated, 7822, 5243
violated, 8243, 5246
violated, 3639, 5195
violated, 7605, 5242
violated, 4587, 5202
violated, 90, 5144
violated, 1872, 5179
violated, 1881, 5180
violated, 3596, 5195
violated, 4316, 5200
violated, 6872, 5236
violated, 1657, 5177
violated, 6484, 5234
violated, 4180, 5199
violated, 8094, 5245
violated, 1737, 5178
violated, 3107, 5191
violated, 3032, 5191
violated, 7358, 5240
violated, 7071, 5238
violated, 1770, 5178
violated, 8267, 5246
violated, 523, 5147
violated, 5326, 5222
violated, 9513, 5271
violated, 4673, 5202
violated, 585, 5148
violated, 1399, 5168
violated, 6493, 5234
violated, 6870, 5236
violated, 9805, 5463
violated, 8281, 5246
violated, 5009, 5205
violated, 6369, 5233
violated, 9404, 5270
violated, 9535, 5271
violated, 2750, 5189
violated, 618, 5148
violated, 6822, 5236
violated, 98, 5144
violated, 7944, 5244
violated, 8221, 5246
violated, 2810, 5189
violated, 7724, 5243
violated, 8850, 5250
violated, 1077, 5151
violated, 3072, 5191
violated, 282, 5146
violated, 9540, 5271
violated, 3087, 5191
violated, 3357, 5193
violated, 1506, 5176
violated, 5362, 5222
violated, 6543, 5234
violated, 5842, 5227
violated, 6610, 5234
violated, 2957, 5190
violated, 4692, 5202
violated, 2943, 5190
violated, 6325, 5232
violated, 8598, 5249
violated, 3880, 5197
violated, 9053, 5252
violated, 5568, 5224
violated, 7047, 5238
violated, 530, 5147
violated, 1882, 5180
violated, 8767, 5250
violated, 7729, 5243
violated, 4293, 5200
violated, 7655, 5242
violated, 8155, 5246
violated, 3904, 5197
violated, 9512, 5271
violated, 4266, 5199
violated, 2735, 5189
violated, 8912, 5251
violated, 2720, 5189
violated, 887, 5150
violated, 4369, 5200
violated, 1888, 5180
violated, 5008, 5205
violated, 1006, 5151
violated, 1512, 5176
violated, 5408, 5223
violated, 2713, 5188
violated, 1892, 5180
violated, 3449, 5194
violated, 8290, 5247
violated, 1470, 5175
violated, 3029, 5191
violated, 2138, 5182
violated, 2984, 5190
violated, 3774, 5196
violated, 5115, 5205
violated, 6878, 5236
violated, 8971, 5251
violated, 5557, 5224
violated, 7018, 5237
violated, 5633, 5225
violated, 7330, 5240
violated, 3271, 5192
violated, 2454, 5186
violated, 5045, 5205
violated, 1387, 5168
violated, 3047, 5191
violated, 6457, 5233
violated, 8949, 5251
violated, 9528, 5271
violated, 6171, 5231
violated, 4714, 5203
violated, 7922, 5244
violated, 3578, 5195
violated, 9991, 5629
violated, 6489, 5234
violated, 9606, 5271
violated, 6554, 5234
violated, 8119, 5245
violated, 7069, 5238
violated, 800, 5149
violated, 9256, 5253
violated, 2513, 5186
violated, 9460, 5270
violated, 1967, 5181
violated, 250, 5145
violated, 4024, 5198
violated, 4346, 5200
violated, 3183, 5192
violated, 2859, 5190
violated, 6006, 5229
violated, 7480, 5241
violated, 3294, 5193
violated, 5128, 5206
violated, 1390, 5168
violated, 5713, 5226
violated, 7104, 5238
violated, 7809, 5243
violated, 2661, 5188
violated, 4680, 5202
violated, 7084, 5238
violated, 7535, 5241
violated, 8651, 5249
violated, 9341, 5269
violated, 7455, 5241
violated, 888, 5150
violated, 6531, 5234
violated, 1629, 5177
violated, 7332, 5240
violated, 3140, 5192
violated, 491, 5147
violated, 1191, 5167
violated, 832, 5149
violated, 4721, 5203
violated, 6354, 5233
violated, 8972, 5251
violated, 3418, 5193
violated, 6958, 5237
violated, 8217, 5246
violated, 5718, 5226
violated, 1206, 5167
violated, 2935, 5190
violated, 1455, 5175
violated, 2474, 5186
violated, 4138, 5199
violated, 2287, 5184
violated, 696, 5148
violated, 5607, 5225
violated, 1898, 5180
violated, 6262, 5232
violated, 1620, 5177
violated, 7348, 5240
violated, 1323, 5168
violated, 5274, 5207
violated, 1789, 5179
violated, 6052, 5230
violated, 5330, 5222
violated, 1786, 5179
violated, 1708, 5178
violated, 4187, 5199
violated, 8707, 5249
violated, 4247, 5199
violated, 6712, 5235
violated, 5624, 5225
violated, 3861, 5197
violated, 622, 5148
violated, 4762, 5203
violated, 2510, 5186
violated, 2250, 5184
violated, 8326, 5247
violated, 4589, 5202
violated, 2949, 5190
violated, 2565, 5187
violated, 388, 5146
violated, 3685, 5195
violated, 8463, 5248
violated, 1083, 5151
violated, 2241, 5184
violated, 9741, 5273
violated, 5953, 5229
violated, 1845, 5179
violated, 9886, 5537
violated, 9986, 5626
violated, 518, 5147
violated, 2847, 5189
violated, 4182, 5199
violated, 5872, 5228
violated, 9264, 5253
violated, 6091, 5230
violated, 2693, 5188
violated, 7353, 5240
violated, 4801, 5203
violated, 5190, 5206
violated, 7497, 5241
violated, 2088, 5182
violated, 4040, 5198
violated, 8375, 5247
violated, 5084, 5205
violated, 4600, 5202
violated, 2279, 5184
violated, 9134, 5252
violated, 8566, 5248
violated, 332, 5146
violated, 8929, 5251
violated, 4144, 5199
violated, 6447, 5233
violated, 4128, 5198
violated, 6446, 5233
violated, 5462, 5223
violated, 2610, 5188
violated, 4139, 5199
violated, 8034, 5245
violated, 2296, 5184
violated, 4072, 5198
violated, 8390, 5247
violated, 1103, 5151
violated, 8380, 5247
violated, 9707, 5272
violated, 2185, 5183
violated, 561, 5148
violated, 9923, 5553
violated, 3077, 5191
violated, 2937, 5190
violated, 4972, 5205
violated, 2793, 5189
violated, 2144, 5182
violated, 9484, 5270
violated, 4636, 5202
violated, 4343, 5200
violated, 124, 5145
violated, 8394, 5247
violated, 1475, 5175
violated, 5435, 5223
violated, 724, 5149
violated, 5673, 5225
violated, 305, 5146
violated, 6555, 5234
violated, 1266, 5167
violated, 9873, 5514
violated, 3172, 5192
violated, 3997, 5198
violated, 1204, 5167
violated, 5002, 5205
violated, 3000, 5191
violated, 4951, 5204
violated, 4165, 5199
violated, 6781, 5236
violated, 484, 5147
violated, 1012, 5151
violated, 2654, 5188
violated, 2128, 5182
violated, 1163, 5167
violated, 306, 5146
violated, 6200, 5231
violated, 7474, 5241
violated, 9831, 5494
violated, 2548, 5187
violated, 3327, 5193
violated, 3681, 5195
violated, 8528, 5248
violated, 2275, 5184
violated, 3479, 5194
violated, 2726, 5189
violated, 2412, 5185
violated, 7854, 5243
violated, 7224, 5239
violated, 1821, 5179
violated, 4445, 5201
violated, 5188, 5206
violated, 4170, 5199
violated, 4463, 5201
violated, 7588, 5241
violated, 4596, 5202
violated, 1300, 5168
violated, 9321, 5254
violated, 8162, 5246
violated, 4387, 5200
violated, 2483, 5186
violated, 8976, 5251
violated, 267, 5146
violated, 1570, 5176
violated, 7335, 5240
violated, 3197, 5192
violated, 4257, 5199
violated, 2464, 5186
violated, 3609, 5195
violated, 2863, 5190
violated, 1325, 5168
violated, 880, 5150
violated, 3754, 5196
violated, 6166, 5231
violated, 8121, 5245
violated, 5471, 5223
violated, 2160, 5183
violated, 9893, 5541
violated, 5723, 5226
violated, 7702, 5242
violated, 8922, 5251
violated, 8798, 5250
violated, 8621, 5249
violated, 9604, 5271
violated, 59, 5144
violated, 4496, 5201
violated, 8810, 5250
violated, 347, 5146
violated, 9456, 5270
violated, 8341, 5247
violated, 5801, 5227
violated, 4620, 5202
violated, 9930, 5557
violated, 1598, 5176
violated, 1790, 5179
violated, 1671, 5177
violated, 957, 5150
violated, 1346, 5168
violated, 2148, 5183
violated, 7271, 5239
violated, 2286, 5184
violated, 5347, 5222
violated, 5501, 5223
violated, 3475, 5194
violated, 7723, 5243
violated, 8303, 5247
violated, 1256, 5167
violated, 4702, 5202
violated, 1496, 5176
violated, 6845, 5236
violated, 9883, 5535
violated, 4063, 5198
violated, 8072, 5245
violated, 1444, 5169
violated, 847, 5149
violated, 9684, 5272
violated, 1601, 5177
violated, 7853, 5243
violated, 6355, 5233
violated, 2688, 5188
violated, 1072, 5151
violated, 2362, 5185
violated, 4647, 5202
violated, 6414, 5233
violated, 125, 5145
violated, 9370, 5270
violated, 8112, 5245
violated, 9288, 5253
violated, 1205, 5167
violated, 784, 5149
violated, 8716, 5249
violated, 7099, 5238
violated, 7399, 5240
violated, 3066, 5191
violated, 4839, 5203
violated, 351, 5146
violated, 1479, 5175
violated, 2439, 5186
violated, 6706, 5235
violated, 8213, 5246
violated, 3325, 5193
violated, 2594, 5187
violated, 8829, 5250
violated, 4228, 5199
violated, 9869, 5512
violated, 9021, 5252
violated, 5656, 5225
violated, 4881, 5204
violated, 376, 5146
violated, 7819, 5243
violated, 5850, 5227
violated, 9452, 5270
violated, 3247, 5192
violated, 4475, 5201
violated, 6776, 5236
violated, 9783, 5456
violated, 5393, 5223
violated, 4381, 5200
violated, 8794, 5250
violated, 6023, 5229
violated, 7144, 5238
violated, 2618, 5188
violated, 7132, 5238
violated, 8813, 5250
violated, 215, 5145
violated, 4754, 5203
violated, 4982, 5205
violated, 6159, 5231
violated, 4215, 5199
violated, 9949, 5581
violated, 151, 5145
violated, 7122, 5238
violated, 8482, 5248
violated, 6370, 5233
violated, 2534, 5187
violated, 565, 5148
violated, 4948, 5204
violated, 1552, 5176
violated, 1645, 5177
violated, 2584, 5187
violated, 8732, 5250
violated, 9865, 5509
violated, 1711, 5178
violated, 3394, 5193
violated, 2011, 5181
violated, 5957, 5229
violated, 7123, 5238
violated, 5386, 5222
violated, 8091, 5245
violated, 6380, 5233
violated, 4449, 5201
violated, 2679, 5188
violated, 927, 5150
violated, 5821, 5227
violated, 4944, 5204
violated, 5732, 5226
violated, 4584, 5202
violated, 8305, 5247
violated, 5989, 5229
violated, 2438, 5186
violated, 2227, 5183
violated, 5096, 5205
violated, 2187, 5183
violated, 5037, 5205
violated, 769, 5149
violated, 2284, 5184
violated, 3097, 5191
violated, 3520, 5194
violated, 6853, 5236
violated, 1966, 5181
violated, 9255, 5253
violated, 2545, 5187
violated, 5477, 5223
violated, 3362, 5193
violated, 5674, 5225
violated, 4568, 5202
violated, 6360, 5233
violated, 6992, 5237
violated, 8731, 5250
violated, 6820, 5236
violated, 3771, 5196
violated, 5246, 5206
violated, 1998, 5181
violated, 2432, 5186
violated, 3002, 5191
violated, 6144, 5231
violated, 8329, 5247
violated, 7790, 5243
violated, 7222, 5239
violated, 2352, 5185
violated, 1400, 5168
violated, 1660, 5177
violated, 5918, 5228
violated, 584, 5148
violated, 4388, 5200
violated, 3734, 5196
violated, 5774, 5227
violated, 2691, 5188
violated, 4420, 5201
violated, 3376, 5193
violated, 7124, 5238
violated, 1236, 5167
violated, 9329, 5269
violated, 1051, 5151
violated, 2934, 5190
violated, 2625, 5188
violated, 303, 5146
violated, 5601, 5225
violated, 7297, 5239
violated, 9984, 5624
violated, 1392, 5168
violated, 9178, 5253
violated, 1751, 5178
violated, 8342, 5247
violated, 9818, 5487
violated, 6766, 5236
violated, 4208, 5199
violated, 6663, 5235
violated, 4959, 5204
violated, 7094, 5238
violated, 2942, 5190
violated, 5962, 5229
violated, 7919, 5244
violated, 5004, 5205
violated, 6257, 5232
violated, 4324, 5200
violated, 6436, 5233
violated, 6859, 5236
violated, 9397, 5270
violated, 7974, 5244
violated, 4808, 5203
violated, 5018, 5205
violated, 8772, 5250
violated, 7626, 5242
violated, 7736, 5243
violated, 1541, 5176
violated, 8637, 5249
violated, 7146, 5238
violated, 7363, 5240
violated, 7644, 5242
violated, 6334, 5233
violated, 8803, 5250
violated, 9827, 5491
violated, 2357, 5185
violated, 6530, 5234
violated, 6412, 5233
violated, 1182, 5167
violated, 3569, 5195
violated, 1409, 5168
violated, 2495, 5186
violated, 6398, 5233
violated, 1344, 5168
violated, 6280, 5232
violated, 812, 5149
violated, 6751, 5236
violated, 6763, 5236
violated, 4679, 5202
violated, 1956, 5180
violated, 3542, 5194
violated, 2894, 5190
violated, 3148, 5192
violated, 5231, 5206
violated, 6597, 5234
violated, 5429, 5223
violated, 7961, 5244
violated, 3641, 5195
violated, 4629, 5202
violated, 9834, 5495
violated, 1304, 5168
violated, 7157, 5238
violated, 3031, 5191
violated, 5111, 5205
violated, 8870, 5251
violated, 1548, 5176
violated, 8020, 5245
violated, 8422, 5247
violated, 8564, 5248
violated, 8748, 5250
violated, 9719, 5273
violated, 2143, 5182
violated, 2809, 5189
violated, 6522, 5234
violated, 6308, 5232
violated, 1454, 5175
violated, 6449, 5233
violated, 3545, 5194
violated, 6577, 5234
violated, 6626, 5235
violated, 5380, 5222
violated, 3205, 5192
violated, 3829, 5196
violated, 2132, 5182
violated, 6388, 5233
violated, 9657, 5272
violated, 479, 5147
violated, 5536, 5224
violated, 3649, 5195
violated, 6834, 5236
violated, 6135, 5231
violated, 2113, 5182
violated, 5840, 5227
violated, 2978, 5190
violated, 2064, 5182
violated, 6121, 5230
violated, 4779, 5203
violated, 6248, 5232
violated, 3655, 5195
violated, 1608, 5177
violated, 2609, 5188
violated, 3314, 5193
violated, 1491, 5176
violated, 846, 5149
violated, 1186, 5167
violated, 9417, 5270
violated, 8041, 5245
violated, 4189, 5199
violated, 1704, 5178
violated, 2493, 5186
violated, 4969, 5204
violated, 589, 5148
violated, 1748, 5178
violated, 6524, 5234
violated, 5964, 5229
violated, 7756, 5243
violated, 8153, 5246
violated, 2171, 5183
violated, 7625, 5242
violated, 343, 5146
violated, 1569, 5176
violated, 3250, 5192
violated, 2053, 5182
violated, 4720, 5203
violated, 3336, 5193
violated, 7398, 5240
violated, 9137, 5252
violated, 6963, 5237
violated, 851, 5149
violated, 9901, 5545
violated, 6028, 5229
violated, 4736, 5203
violated, 27, 5144
violated, 2905, 5190
violated, 3759, 5196
violated, 3275, 5193
violated, 4470, 5201
violated, 6598, 5234
violated, 7547, 5241
violated, 2349, 5185
violated, 2927, 5190
violated, 4531, 5201
violated, 3946, 5197
violated, 2759, 5189
violated, 7581, 5241
violated, 7341, 5240
violated, 5146, 5206
violated, 5473, 5223
violated, 2078, 5182
violated, 7252, 5239
violated, 3889, 5197
violated, 4854, 5203
violated, 4518, 5201
violated, 5845, 5227
violated, 3600, 5195
violated, 860, 5150
violated, 6026, 5229
violated, 6933, 5237
violated, 7079, 5238
violated, 7394, 5240
violated, 5783, 5227
violated, 4242, 5199
violated, 9076, 5252
violated, 4628, 5202
violated, 156, 5145
violated, 8223, 5246
violated, 508, 5147
violated, 7629, 5242
violated, 7948, 5244
violated, 1886, 5180
violated, 6430, 5233
violated, 9645, 5272
violated, 6799, 5236
violated, 9420, 5270
violated, 8717, 5249
violated, 5928, 5228
violated, 3659, 5195
violated, 3547, 5194
violated, 4050, 5198
violated, 5564, 5224
violated, 1963, 5180
violated, 8936, 5251
violated, 5073, 5205
violated, 3351, 5193
violated, 8739, 5250
violated, 9225, 5253
violated, 8641, 5249
violated, 5508, 5224
violated, 977, 5150
violated, 6433, 5233
violated, 1145, 5167
violated, 9483, 5270
